"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2","3","12","19","31","261","116","1","86","C2931884"
"2","3","12","41","116","268","434","568","605","C2931884"
"2","5","7","53","14","20","25","40","186","C2931888"
"2","5","7","53","14","20","25","40","186","C2931888"
"2","3","12","22","33","323","66","101","664","C2932714"
"2","3","12","22","33","323","66","101","664","C2932714"
"2","3","2","110","85","237","433","547","671","C2932714"
"2","3","12","22","33","323","66","101","664","C2932714"
"2","3","12","22","33","323","66","101","664","C2932714"
"2","5","7","60","54","24","98","66","203","C2932715"
"2","5","4","68","96","326","427","548","672","C2932715"
"2","3","12","19","31","118","155","287","116","C2936346"
"2","3","2","87","79","105","426","129","25","C2936346"
"2","3","12","19","31","1","426","55","78","C2936346"
"2","5","7","53","184","335","259","560","373","C2936346"
"2","3","7","60","153","40","38","54","203","C2936346"
"2","3","12","19","119","330","214","454","144","C2936346"
"2","3","12","41","219","339","156","568","605","C2936346"
"2","5","7","53","51","342","454","573","492","C2936346"
"2","5","7","53","14","20","25","40","186","C2936346"
"2","5","7","42","51","335","444","560","373","C2936346"
"2","3","5","63","63","120","197","203","350","C2936349"
"2","5","4","68","96","326","188","145","193","C2936349"
"2","5","7","53","51","342","454","573","492","C2936350"
"2","3","2","53","51","342","454","573","492","C2936350"
"2","3","12","19","31","261","116","1","86","C2936350"
"2","3","8","63","45","23","103","464","187","C2936380"
"2","3","3","19","151","276","91","433","118","C2936380"
"2","5","7","53","51","342","454","573","492","C2936380"
"2","5","7","34","52","216","395","573","492","C2936380"
"2","5","4","68","96","326","427","548","672","C2936380"
"2","3","12","19","221","321","428","541","667","C2936419"
"2","3","12","19","31","276","91","433","667","C2936419"
"2","3","3","19","221","321","428","541","667","C2936419"
"2","3","2","46","136","227","168","225","490","C2936476"
"2","3","2","110","51","335","226","297","380","C2936476"
"2","3","3","19","221","321","428","541","667","C2936694"
"2","3","3","68","221","197","259","560","422","C2936694"
"2","3","12","19","31","276","91","433","667","C2936694"
"2","3","3","19","151","276","91","433","118","C2936694"
"2","3","3","19","151","276","91","433","118","C2936694"
"2","3","12","41","219","339","34","540","117","C2936694"
"2","3","3","19","221","321","428","541","667","C2936694"
"2","3","12","19","31","1","426","55","78","C2936694"
"2","5","8","45","94","199","240","415","666","C2936786"
"2","3","2","22","33","323","66","101","136","C2936786"
"2","5","7","53","51","335","444","560","373","C2936786"
"2","5","7","53","14","20","25","40","186","C2936786"
"2","3","5","80","81","339","156","568","605","C2936786"
"2","5","7","53","14","20","25","40","186","C2936791"
"2","5","7","53","14","20","25","40","186","C2936791"
"2","3","12","76","153","40","38","54","75","C2936862"
"2","3","12","76","153","40","38","54","75","C2936862"
"2","3","12","76","153","76","38","54","75","C2936862"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","3","2","48","170","50","119","444","556","C2936907"
"2","5","7","53","51","119","395","549","674","C2936913"
"2","3","5","80","81","166","132","175","473","C2936913"
"2","3","7","53","14","20","34","489","416","C2937220"
"2","5","7","53","14","20","25","40","186","C2937220"
"2","3","7","53","14","20","25","40","186","C2937220"
"2","5","4","68","45","272","106","518","621","C2937228"
"2","3","2","85","143","286","51","488","102","C2937228"
"2","3","4","68","45","272","259","518","621","C2937228"
"2","5","4","68","96","326","427","548","672","C2937228"
"2","3","3","19","221","321","428","541","667","C2937228"
"2","3","2","41","153","119","156","536","116","C2937365"
"2","3","2","19","151","276","198","259","427","C2937365"
"2","5","7","53","51","119","395","549","674","C2937365"
"2","5","7","53","51","342","454","573","492","C2937365"
"2","3","12","41","219","339","156","568","697","C2937365"
"2","5","7","41","219","339","156","568","697","C2937365"
"2","5","7","53","51","119","25","489","416","C2937365"
"2","5","7","53","51","119","25","489","416","C2937365"
"2","3","12","19","31","261","116","1","86","C2937365"
"2","3","7","41","219","339","156","568","697","C2937365"
"2","5","7","53","14","119","25","40","186","C2937365"
"2","5","4","68","96","326","427","548","672","C2937365"
"2","5","7","60","14","20","25","40","215","C2937365"
"2","5","7","53","14","20","25","40","186","C2937365"
"2","5","7","34","52","119","395","549","674","C2937365"
"2","3","2","69","98","169","299","50","494","C2937421"
"2","5","7","53","51","342","454","573","492","C2937421"
"2","5","12","19","31","1","426","55","78","C2937421"
"2","5","7","53","14","20","25","40","186","C2937421"
"2","3","4","68","96","326","427","548","672","C2939175"
"2","3","12","41","219","339","156","544","669","C2939175"
"2","5","7","34","52","216","395","549","674","C2939186"
"2","5","7","53","184","119","156","287","116","C2939186"
"2","3","12","19","31","1","91","433","78","C2939186"
"2","5","4","68","96","326","427","548","672","C2940786"
"2","3","3","19","151","276","91","433","118","C2940786"
"2","3","3","19","151","276","91","433","118","C2940786"
"2","3","5","91","175","271","372","443","558","C2981140"
"2","5","7","34","51","342","454","573","492","C2981140"
"2","5","7","60","36","71","341","223","219","C2985290"
"2","5","7","53","51","335","444","560","373","C2985290"
"2","5","7","53","51","335","444","560","373","C2985290"
"2","5","7","34","157","226","350","243","561","C2985290"
"2","3","3","19","151","276","91","433","118","C2985290"
"2","3","5","63","45","71","177","464","219","C2985290"
"2","3","3","19","221","321","428","541","667","C2985290"
"2","3","12","76","153","40","38","54","75","C2985290"
"2","3","12","19","219","339","402","489","416","C2985290"
"2","5","3","53","221","197","259","560","422","C2985290"
"2","3","7","34","52","216","395","549","674","C2985290"
"2","5","7","53","14","20","25","40","186","C2985290"
"2","3","7","53","14","20","25","40","186","C2985290"
"2","3","2","48","182","67","76","463","153","C3149083"
"2","3","2","48","170","50","119","100","556","C3149083"
"2","5","7","53","51","342","454","573","492","C3149462"
"2","5","7","53","51","342","454","573","492","C3149462"
"2","3","2","72","109","115","62","268","353","C3149750"
"2","3","8","67","92","293","55","75","311","C3149750"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","3","5","74","3","342","374","294","590","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","3","12","41","116","339","409","359","187","C3150077"
"2","3","12","41","116","268","434","568","605","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","3","4","68","96","326","427","548","672","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","5","7","60","54","24","30","46","72","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","5","7","53","51","342","454","573","492","C3150077"
"2","3","12","19","184","118","155","287","116","C3150077"
"2","5","3","68","221","197","259","560","422","C3150086"
"2","3","2","48","68","125","161","214","288","C3150086"
"2","3","2","61","77","142","176","235","317","C3150086"
"2","5","8","45","94","199","240","415","666","C3150267"
"2","5","8","35","41","199","40","415","666","C3150267"
"2","5","8","63","45","23","34","464","187","C3150267"
"2","5","8","63","36","166","106","110","158","C3150267"
"2","5","8","63","45","23","34","464","187","C3150267"
"2","5","8","63","45","23","34","464","187","C3150267"
"2","5","8","63","45","23","34","464","187","C3150267"
"2","3","3","19","151","276","91","433","118","C3150267"
"2","5","7","53","51","342","454","573","492","C3150281"
"2","5","7","53","51","342","454","573","492","C3150281"
"2","5","7","53","51","342","454","573","492","C3150281"
"2","3","2","22","33","261","116","159","211","C3150281"
"2","5","3","68","221","197","259","423","422","C3150281"
"2","5","7","53","51","342","454","573","492","C3150281"
"2","5","7","60","54","24","30","46","214","C3150281"
"2","5","8","63","36","166","106","110","158","C3150281"
"2","3","12","19","31","1","116","1","86","C3150281"
"2","5","7","53","51","342","454","573","492","C3150281"
"2","3","12","19","151","276","91","433","118","C3150281"
"2","5","7","53","14","20","25","40","186","C3150281"
"2","3","7","53","14","20","25","40","186","C3150281"
"2","5","7","60","54","24","30","46","72","C3150281"
"2","5","7","60","54","24","30","46","72","C3150281"
"2","5","7","34","52","24","30","46","72","C3150281"
"2","5","8","45","94","199","240","415","666","C3150358"
"2","5","8","63","36","166","106","110","158","C3150358"
"2","5","2","27","36","150","430","215","628","C3150415"
"2","3","2","78","123","194","255","215","412","C3150415"
"2","5","2","27","206","324","430","215","290","C3150415"
"2","5","2","27","206","324","430","215","290","C3150415"
"2","3","2","27","36","150","430","215","628","C3150415"
"2","3","2","68","66","123","158","207","278","C3150415"
"2","5","2","53","14","20","25","215","186","C3150415"
"2","5","2","27","36","150","430","215","628","C3150416"
"2","3","2","78","123","194","255","215","412","C3150416"
"2","5","2","27","206","324","430","215","290","C3150416"
"2","5","2","27","206","324","430","215","290","C3150416"
"2","3","2","27","36","150","430","215","628","C3150416"
"2","3","2","68","66","123","158","207","278","C3150416"
"2","5","2","53","14","20","25","215","186","C3150416"
"2","5","7","53","51","335","444","560","373","C3150607"
"2","5","6","11","142","225","142","220","673","C3150607"
"2","3","2","74","205","191","396","408","620","C3150613"
"2","5","7","53","51","335","444","560","373","C3150613"
"2","3","2","19","151","276","91","433","118","C3150613"
"2","5","6","11","142","225","142","220","673","C3150613"
"2","5","7","53","51","342","454","573","492","C3150613"
"2","5","7","11","142","71","341","560","219","C3150620"
"2","3","8","63","45","160","103","464","187","C3150620"
"2","5","8","45","94","199","240","415","666","C3150659"
"2","3","12","19","31","261","116","1","86","C3150659"
"2","3","12","19","31","261","116","1","86","C3150659"
"2","3","12","19","31","261","116","1","86","C3150659"
"2","3","12","19","31","293","116","201","664","C3150659"
"2","3","12","76","153","261","116","1","86","C3150659"
"2","3","12","19","31","261","116","1","86","C3150659"
"2","3","12","19","31","261","116","1","86","C3150659"
"2","3","12","63","45","184","103","572","658","C3150792"
"2","5","3","68","221","197","259","560","422","C3150792"
"2","5","7","53","51","119","395","549","674","C3150902"
"2","5","7","53","51","119","395","549","674","C3150902"
"2","3","2","48","170","50","119","167","593","C3150914"
"2","3","5","80","81","296","62","94","150","C3150914"
"2","3","5","80","109","182","235","307","506","C3150914"
"2","5","7","53","51","342","259","423","389","C3150968"
"2","5","7","53","51","342","259","423","389","C3150968"
"2","5","7","53","51","119","395","549","674","C3151082"
"2","5","7","53","51","119","395","549","674","C3151082"
"2","3","4","68","45","272","259","518","621","C3151111"
"2","5","8","63","36","166","341","223","158","C3151111"
"2","5","7","60","14","71","341","223","219","C3151380"
"2","3","3","19","221","321","428","541","667","C3151380"
"2","3","2","72","109","115","62","268","353","C3151513"
"2","3","3","19","151","276","91","433","118","C3151513"
"2","3","2","27","36","150","221","138","188","C3151513"
"2","3","5","43","161","305","409","208","482","C3151513"
"2","3","8","67","92","293","55","75","311","C3151513"
"2","5","8","27","70","99","162","216","290","C3151520"
"2","3","2","22","33","323","66","101","664","C3151520"
"2","3","5","80","81","250","291","152","420","C3151520"
"2","5","8","27","70","99","162","216","290","C3151520"
"2","5","7","27","36","71","341","223","219","C3151520"
"2","5","7","53","51","342","454","573","492","C3151520"
"2","5","8","27","70","99","162","216","290","C3151520"
"2","5","7","53","14","20","454","573","492","C3151520"
"2","5","7","53","51","335","444","236","373","C3151520"
"2","3","12","19","31","276","91","433","118","C3151520"
"2","5","7","27","36","150","341","223","628","C3151520"
"2","5","8","27","70","99","162","216","290","C3151523"
"2","5","8","27","70","99","162","216","290","C3151523"
"2","5","8","27","70","99","162","216","290","C3151523"
"2","5","8","27","70","99","162","216","290","C3151525"
"2","5","8","27","70","99","162","216","290","C3151525"
"2","5","8","27","70","99","162","216","290","C3151525"
"2","5","4","68","96","326","427","548","672","C3151617"
"2","3","5","80","51","342","454","573","492","C3151617"
"2","3","3","19","151","276","91","433","118","C3151897"
"2","3","2","48","170","110","141","359","8","C3151897"
"2","3","2","48","170","152","119","252","154","C3151897"
"2","3","2","48","170","152","119","252","154","C3152055"
"2","3","2","67","151","276","33","48","155","C3152055"
"2","5","2","63","182","50","103","297","628","C3152144"
"2","5","7","53","51","119","395","549","674","C3152144"
"2","5","7","53","51","119","395","549","674","C3152144"
"2","5","7","53","51","119","395","549","674","C3152144"
"2","3","12","19","31","1","426","55","78","C3152144"
"2","5","7","53","14","20","25","40","186","C3152144"
"2","5","7","53","14","20","25","40","186","C3152144"
"2","5","7","53","14","20","25","40","186","C3152144"
"2","3","3","19","221","321","428","541","667","C3152182"
"2","5","7","53","51","119","395","549","674","C3152182"
"2","3","3","19","221","321","428","541","667","C3152182"
"2","5","7","53","14","20","25","40","186","C3152182"
"2","5","7","53","51","342","454","573","492","C3152231"
"2","5","7","53","51","342","454","573","492","C3152231"
"2","3","2","75","120","200","263","251","425","C3160718"
"2","3","12","19","31","1","426","55","78","C3160718"
"2","5","7","53","14","20","25","40","186","C3160718"
"2","5","4","68","96","326","427","548","672","C3160718"
"2","3","2","48","170","50","119","444","556","C3160718"
"2","3","3","19","151","276","91","433","118","C3160718"
"2","3","12","19","31","1","116","159","211","C3160718"
"2","3","7","27","36","150","341","223","628","C3160718"
"2","3","5","53","51","239","333","422","537","C3160718"
"2","3","12","41","116","268","341","223","628","C3160718"
"2","3","12","41","116","268","434","468","213","C3160718"
"2","5","8","45","94","199","240","415","666","C3160814"
"2","3","2","87","79","105","426","129","25","C3160814"
"2","5","7","53","51","342","444","560","373","C3160814"
"2","5","8","27","70","99","162","216","290","C3160814"
"2","5","4","68","96","326","427","548","672","C3160814"
"2","5","4","68","96","326","427","548","672","C3160814"
"2","5","5","53","51","342","40","78","178","C3161174"
"2","3","5","35","41","118","155","287","116","C3161174"
"2","3","12","19","31","261","426","1","86","C3161174"
"2","5","2","27","36","150","430","215","628","C3161330"
"2","5","2","53","123","194","255","560","373","C3161330"
"2","3","2","78","123","194","255","215","412","C3161330"
"2","5","2","27","206","324","430","215","290","C3161330"
"2","5","2","27","206","324","430","215","290","C3161330"
"2","3","5","74","3","342","374","294","590","C3161330"
"2","3","2","110","85","237","433","547","671","C3161330"
"2","5","7","60","54","24","98","66","203","C3161330"
"2","5","8","63","45","23","34","464","187","C3161330"
"2","3","12","19","31","261","116","1","86","C3161330"
"2","5","7","27","36","150","341","223","628","C3161330"
"2","3","12","22","33","268","434","468","213","C3161330"
"2","3","12","19","31","1","426","55","78","C3161330"
"2","3","12","76","153","40","38","54","75","C3161330"
"2","3","5","80","81","61","373","341","142","C3161330"
"2","3","5","80","81","166","170","226","305","C3161330"
"2","5","8","63","36","166","106","110","158","C3161330"
"2","3","2","110","184","119","156","287","116","C3161330"
"2","3","12","41","219","261","409","208","482","C3161330"
"2","3","12","53","184","119","156","287","116","C3161330"
"2","5","7","34","54","24","30","46","72","C3161330"
"2","3","2","48","170","50","304","167","593","C3161330"
"2","5","7","53","14","20","34","540","68","C3161330"
"2","3","12","19","31","1","426","55","78","C3161330"
"2","5","7","53","14","20","25","40","186","C3161330"
"2","5","7","34","52","216","395","572","158","C3161330"
"2","5","7","53","14","20","25","40","186","C3161330"
"2","3","12","76","153","40","38","54","75","C3161330"
"2","3","12","76","153","40","38","54","75","C3161330"
"2","3","12","76","153","40","38","54","75","C3161330"
"2","3","12","76","153","40","38","54","75","C3161330"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","3","12","19","31","276","91","491","118","C3163798"
"2","3","12","19","31","1","426","55","78","C3163798"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","3","12","53","184","119","156","287","116","C3163798"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","3","12","19","31","276","91","236","118","C3163798"
"2","3","7","34","52","216","395","549","150","C3163798"
"2","5","7","53","51","342","454","573","492","C3163798"
"2","3","12","19","31","261","116","1","86","C3163798"
"2","3","2","87","79","105","426","129","25","C3163801"
"2","3","5","80","81","250","291","152","420","C3163801"
"2","3","12","19","31","1","426","55","78","C3163801"
"2","5","7","53","184","335","259","560","373","C3163801"
"2","3","7","60","153","40","38","54","203","C3163801"
"2","3","12","19","119","330","214","454","144","C3163801"
"2","3","12","41","219","339","156","568","605","C3163801"
"2","5","7","53","51","342","454","573","492","C3163801"
"2","5","7","42","51","335","444","560","373","C3163801"
"2","3","2","48","170","50","119","444","556","C3164374"
"2","3","2","87","79","105","426","129","25","C3164374"
"2","5","7","53","51","143","428","236","667","C3164374"
"2","3","12","19","31","1","426","55","78","C3164374"
"2","5","7","53","184","335","259","560","373","C3164374"
"2","3","7","60","153","40","38","54","203","C3164374"
"2","3","12","19","119","330","214","454","144","C3164374"
"2","3","12","41","219","339","156","568","605","C3164374"
"2","5","7","53","51","342","454","573","492","C3164374"
"2","3","12","19","31","1","426","55","78","C3164374"
"2","3","12","19","31","143","428","236","667","C3164374"
"2","5","7","60","54","24","30","46","72","C3164374"
"2","3","12","41","119","330","214","454","144","C3164374"
"2","5","7","42","51","335","444","560","373","C3164374"
"2","5","7","53","14","20","34","540","68","C3164374"
"2","3","12","19","221","143","428","236","667","C3164374"
"2","5","7","60","54","24","30","46","72","C3164374"
"2","5","7","60","54","24","30","46","72","C3164374"
"2","5","7","60","54","23","34","464","187","C3164374"
"2","5","7","53","14","20","25","40","186","C3164374"
"2","5","7","60","54","24","30","46","72","C3164374"
"2","5","7","60","54","24","30","46","72","C3164374"
"2","5","7","34","52","24","30","46","72","C3164374"
"2","3","2","48","170","50","119","444","556","C3164445"
"2","5","7","53","51","342","79","560","373","C3164445"
"2","3","12","19","31","110","141","488","102","C3164445"
"2","5","7","53","51","119","25","489","416","C3164445"
"2","5","7","53","14","20","34","540","68","C3164445"
"2","3","3","19","221","321","428","423","389","C3164445"
"2","5","7","53","14","20","34","540","68","C3164445"
"2","3","7","34","52","216","395","549","674","C3164445"
"2","5","7","34","52","119","395","549","674","C3164445"
"2","3","7","27","36","150","79","560","373","C3178803"
"2","3","4","68","219","184","341","544","669","C3178803"
"2","5","3","53","221","321","259","423","389","C3178805"
"2","5","7","53","51","342","454","573","492","C3178805"
"2","5","7","53","51","342","454","573","702","C3178805"
"2","5","7","53","14","20","259","423","389","C3178805"
"2","3","12","76","31","261","116","1","86","C3179508"
"2","3","2","110","85","152","129","252","154","C3179508"
"2","3","2","22","33","323","66","101","136","C3179508"
"2","5","7","53","51","342","259","423","389","C3179508"
"2","3","12","19","31","261","116","1","86","C3179508"
"2","5","7","53","51","342","259","423","389","C3179508"
"2","5","7","53","14","20","25","40","186","C3179508"
"2","5","7","53","14","20","25","40","186","C3179508"
"2","5","7","42","36","71","177","223","219","C3179508"
"2","3","12","41","219","197","156","568","422","C3203358"
"2","5","5","68","96","326","427","447","586","C3203358"
"2","3","2","41","116","178","423","536","445","C3203358"
"2","3","12","41","116","268","434","468","213","C3203358"
"2","5","7","53","51","119","402","489","416","C3203358"
"2","5","8","63","45","23","103","464","187","C3203358"
"2","3","2","22","33","323","66","101","136","C3203358"
"2","3","12","41","116","268","434","468","213","C3203358"
"2","3","12","76","153","40","38","54","75","C3203358"
"2","3","12","19","31","118","155","287","116","C3266101"
"2","3","2","87","79","105","426","129","25","C3266101"
"2","3","12","19","31","1","426","55","78","C3266101"
"2","5","7","53","184","335","259","560","373","C3266101"
"2","3","7","60","153","40","38","54","203","C3266101"
"2","3","12","19","119","330","214","454","144","C3266101"
"2","3","12","41","219","339","156","568","605","C3266101"
"2","5","7","53","51","342","454","573","492","C3266101"
"2","5","7","42","51","335","444","560","373","C3266101"
"2","3","2","48","170","50","119","508","312","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","2","48","57","110","141","359","5","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","2","48","170","50","119","444","24","C3275417"
"2","3","2","72","109","115","62","268","353","C3275417"
"2","3","2","48","170","50","119","167","593","C3275417"
"2","3","2","48","170","50","304","167","593","C3275417"
"2","3","2","48","170","50","304","167","593","C3275417"
"2","3","5","80","81","296","62","94","150","C3275417"
"2","3","2","48","170","110","141","359","532","C3275417"
"2","3","2","48","170","110","141","359","8","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","2","22","33","323","66","101","136","C3275417"
"2","3","2","48","170","50","304","167","593","C3275417"
"2","3","5","80","109","182","235","307","506","C3275417"
"2","3","2","48","170","50","119","444","556","C3275417"
"2","3","8","63","45","23","103","464","187","C3275417"
"2","3","12","41","219","339","156","568","697","C3275452"
"2","5","12","41","219","339","156","568","697","C3275452"
"2","3","5","80","81","250","291","152","420","C3275452"
"2","3","3","19","151","276","91","433","118","C3275452"
"2","4","3","24","119","330","214","454","144","C3275754"
"2","3","12","19","31","1","91","433","118","C3275754"
"2","3","12","19","31","276","91","433","118","C3275754"
"2","5","5","34","52","216","397","418","568","C3275899"
"2","3","12","48","45","143","38","236","69","C3275899"
"2","3","2","110","85","67","76","252","154","C3275899"
"2","5","7","34","51","342","454","573","492","C3275963"
"2","3","3","19","221","321","428","541","667","C3275963"
"2","5","7","53","14","20","25","40","186","C3275998"
"2","5","7","53","51","119","25","573","416","C3275998"
"2","5","7","53","14","20","25","40","186","C3275998"
"2","3","2","48","170","67","119","444","593","C3276036"
"2","5","3","68","221","197","259","560","422","C3276036"
"2","3","12","19","31","261","116","159","211","C3276036"
"2","5","7","60","54","24","30","46","72","C3276036"
"2","3","12","19","31","1","426","55","78","C3276036"
"2","5","7","60","54","24","30","46","72","C3276036"
"2","3","12","19","31","1","426","55","78","C3276036"
"2","3","2","48","170","50","119","444","556","C3276276"
"2","3","2","48","170","50","119","220","298","C3276276"
"2","3","2","48","170","50","119","100","556","C3276441"
"2","3","2","72","109","115","62","268","353","C3276441"
"2","3","2","27","36","150","221","138","188","C3276441"
"2","3","2","48","170","50","304","167","593","C3276441"
"2","3","8","67","92","293","55","75","311","C3276441"
"2","5","7","53","51","342","454","573","492","C3276539"
"2","5","7","53","51","342","454","573","492","C3276539"
"2","3","12","41","116","268","434","568","605","C3276623"
"2","5","7","53","51","342","454","573","702","C3276623"
"2","3","3","19","221","321","428","541","667","C3276623"
"2","3","5","80","81","296","62","94","150","C3276815"
"2","5","7","53","51","342","454","573","492","C3276815"
"2","3","12","19","219","339","259","423","605","C3276815"
"2","5","7","53","51","342","454","573","492","C3276821"
"2","5","7","60","54","24","30","46","72","C3276821"
"2","5","8","27","70","99","162","216","290","C3277019"
"2","5","7","34","52","216","395","549","674","C3277019"
"2","3","12","19","31","1","426","55","78","C3277019"
"2","3","12","19","221","197","259","236","422","C3277019"
"2","5","3","19","221","342","259","423","389","C3277019"
"2","5","7","60","54","24","30","46","72","C3277226"
"2","5","8","63","45","23","103","464","187","C3277226"
"2","3","5","80","81","178","195","256","342","C3277226"
"2","3","7","34","52","216","395","549","674","C3277226"
"2","3","7","34","52","216","395","21","599","C3277226"
"2","5","7","63","45","23","103","287","664","C3277226"
"2","3","2","110","85","237","433","547","671","C3277226"
"2","5","7","53","51","342","454","573","492","C3277226"
"2","3","7","60","57","110","141","359","462","C3277226"
"2","3","2","48","57","110","141","359","462","C3277226"
"2","5","7","53","14","20","25","573","186","C3277226"
"2","3","3","19","151","276","91","433","118","C3277376"
"2","3","2","48","170","50","119","167","593","C3277376"
"2","3","5","80","81","296","62","94","150","C3277376"
"2","3","2","48","170","50","304","167","593","C3277376"
"2","3","5","80","109","182","235","307","506","C3277376"
"2","3","2","48","170","50","119","444","556","C3277418"
"2","5","7","53","51","342","454","573","492","C3277418"
"2","3","2","48","170","50","119","444","556","C3277418"
"2","3","2","48","170","50","119","444","556","C3277418"
"2","3","7","60","54","24","30","46","72","C3277418"
"2","3","7","53","14","20","34","489","416","C3277418"
"2","3","7","53","14","20","25","40","186","C3277418"
"2","3","5","80","81","339","156","568","605","C3277418"
"2","3","12","53","14","20","34","540","68","C3277418"
"2","3","12","19","219","339","259","423","605","C3277418"
"2","5","7","53","14","20","25","40","186","C3277671"
"2","5","7","53","51","119","25","573","416","C3277671"
"2","5","7","53","14","20","25","40","186","C3277671"
"2","3","12","19","31","261","116","1","86","C3277687"
"2","3","2","90","167","266","367","500","577","C3277687"
"2","3","12","19","31","1","426","55","78","C3277753"
"2","5","7","60","54","24","30","46","72","C3277753"
"2","5","7","53","51","342","79","560","373","C3278004"
"2","3","4","72","109","182","235","307","506","C3278004"
"2","3","12","19","31","261","116","1","86","C3278004"
"2","3","3","19","221","321","428","423","389","C3278004"
"2","5","7","53","14","20","25","40","186","C3278024"
"2","3","5","80","81","339","156","568","605","C3278024"
"2","5","7","60","54","24","30","46","72","C3278024"
"2","5","7","53","51","342","454","573","492","C3278307"
"2","5","2","53","51","342","454","573","492","C3278307"
"2","5","7","53","51","342","454","573","492","C3278307"
"2","5","2","27","36","150","430","215","628","C3278322"
"2","5","2","53","123","194","255","560","373","C3278322"
"2","3","2","78","123","194","255","215","412","C3278322"
"2","5","2","27","206","324","430","215","290","C3278322"
"2","5","2","27","206","324","430","215","290","C3278322"
"2","3","2","63","123","194","423","536","544","C3278322"
"2","3","2","11","54","225","181","441","555","C3278322"
"2","5","4","68","96","326","427","548","672","C3278322"
"2","5","2","63","182","50","103","297","628","C3278401"
"2","5","4","68","96","326","427","548","672","C3278401"
"2","5","7","34","52","216","395","359","462","C3278401"
"2","3","5","23","18","138","250","332","407","C3278401"
"2","3","8","63","45","23","103","464","187","C3278401"
"2","3","3","19","221","321","428","541","667","C3278401"
"2","3","5","23","18","138","250","332","407","C3278401"
"2","5","7","60","54","184","141","359","411","C3278401"
"2","5","7","60","54","326","141","359","462","C3278401"
"2","3","5","80","81","166","236","308","390","C3278401"
"2","3","12","19","31","261","116","1","86","C3278401"
"2","5","7","34","54","24","30","46","72","C3278401"
"2","3","2","74","205","191","396","408","257","C3278429"
"2","3","2","103","189","303","29","475","467","C3278429"
"2","3","12","76","153","40","38","54","75","C3278481"
"2","3","12","76","153","40","38","54","75","C3278481"
"2","3","2","91","51","3","267","308","429","C3278509"
"2","5","8","63","45","23","103","464","187","C3278509"
"2","3","2","74","51","342","454","573","492","C3278509"
"2","5","6","19","142","335","259","560","373","C3278509"
"2","5","8","27","70","99","162","216","290","C3278509"
"2","3","3","19","221","321","428","541","667","C3278509"
"2","5","7","60","36","71","341","223","666","C3278509"
"2","5","7","53","51","342","454","573","492","C3278509"
"2","3","2","48","170","67","119","444","593","C3278509"
"2","3","12","19","151","276","91","433","118","C3278509"
"2","3","12","41","116","268","38","54","75","C3278509"
"2","3","3","19","221","321","428","541","667","C3278509"
"2","5","8","27","70","99","162","216","290","C3278509"
"2","3","12","68","221","197","259","560","422","C3278509"
"2","5","3","68","221","197","259","560","422","C3278509"
"2","5","7","53","51","342","259","423","389","C3278509"
"2","3","12","19","221","321","428","541","667","C3278509"
"2","3","12","19","31","1","426","55","340","C3278509"
"2","3","2","22","33","323","66","101","136","C3278509"
"2","5","8","27","70","99","162","216","290","C3278509"
"2","5","7","53","51","143","428","236","667","C3278509"
"2","5","7","53","51","342","454","573","492","C3278509"
"2","5","7","53","14","20","259","560","373","C3278509"
